Timestamp;US1Value;US2Value
23.05.2021 09:22;347;600
23.05.2021 09:23;346;602
23.05.2021 09:24;347;601
23.05.2021 09:25;347;603
23.05.2021 09:26;347;603
23.05.2021 09:27;347;603
23.05.2021 09:28;348;603
23.05.2021 09:29;348;604
23.05.2021 09:30;348;605
23.05.2021 09:31;349;604
23.05.2021 09:32;349;605
23.05.2021 09:33;349;605
23.05.2021 09:34;349;605
23.05.2021 09:35;349;607
23.05.2021 09:36;349;607
23.05.2021 09:37;349;607
23.05.2021 09:38;349;607
23.05.2021 09:39;349;607
23.05.2021 09:40;349;608
23.05.2021 09:41;349;608
23.05.2021 09:42;349;608
23.05.2021 09:43;349;608
23.05.2021 09:44;349;608
23.05.2021 09:45;349;608
23.05.2021 09:46;349;609
23.05.2021 09:47;349;608
23.05.2021 09:48;349;608
23.05.2021 09:49;350;608
23.05.2021 09:50;350;608
23.05.2021 09:51;350;608
23.05.2021 09:52;350;608
23.05.2021 09:53;350;608
23.05.2021 09:54;350;609
23.05.2021 09:55;350;609
23.05.2021 09:56;350;609
23.05.2021 09:57;350;609
23.05.2021 09:58;350;609
23.05.2021 09:59;350;609
23.05.2021 10:00;350;610
23.05.2021 10:01;350;610
23.05.2021 10:02;350;610
23.05.2021 10:03;350;610
23.05.2021 10:04;350;610
23.05.2021 10:05;350;610
23.05.2021 10:06;350;610
23.05.2021 10:07;350;608
23.05.2021 10:08;350;604
23.05.2021 10:09;350;600
23.05.2021 10:10;350;598
23.05.2021 10:11;313;595
23.05.2021 10:12;233;594
23.05.2021 10:13;233;592
23.05.2021 10:14;272;590
23.05.2021 10:15;315;588
23.05.2021 10:16;386;585
23.05.2021 10:17;446;582
23.05.2021 10:18;446;560
23.05.2021 10:19;446;500
23.05.2021 10:20;266;647
23.05.2021 10:21;207;698
23.05.2021 10:22;207;684
23.05.2021 10:23;207;674
23.05.2021 10:24;207;668
23.05.2021 10:25;207;664
23.05.2021 10:26;207;661
23.05.2021 10:27;207;659
23.05.2021 10:28;207;656
23.05.2021 10:29;207;655
23.05.2021 10:30;207;654
23.05.2021 10:31;207;653
23.05.2021 10:32;207;652
23.05.2021 10:33;207;652
23.05.2021 10:34;207;651
23.05.2021 10:35;207;650
23.05.2021 10:36;207;650
23.05.2021 10:37;207;649
23.05.2021 10:38;207;649
23.05.2021 10:39;207;649
23.05.2021 10:40;207;648
23.05.2021 10:41;207;649
23.05.2021 10:42;207;648
23.05.2021 10:43;207;648
23.05.2021 10:44;207;648
23.05.2021 10:45;207;648
23.05.2021 10:46;207;648
23.05.2021 10:47;207;647
23.05.2021 10:48;207;647
23.05.2021 10:49;207;647
23.05.2021 10:50;207;646
23.05.2021 10:51;207;647
23.05.2021 10:52;207;646
23.05.2021 10:53;207;646
23.05.2021 10:54;207;646
23.05.2021 10:55;207;646
23.05.2021 10:56;207;646
23.05.2021 10:57;207;645
23.05.2021 10:58;207;645
23.05.2021 10:59;207;645
23.05.2021 11:00;207;645
23.05.2021 11:01;207;645
23.05.2021 11:02;207;645
23.05.2021 11:03;207;645
23.05.2021 11:04;207;645
23.05.2021 11:05;207;645
23.05.2021 11:06;207;645
23.05.2021 11:07;207;645
23.05.2021 11:08;207;645
23.05.2021 11:09;207;645
23.05.2021 11:10;207;644
23.05.2021 11:11;207;644
23.05.2021 11:12;207;644
23.05.2021 11:13;207;644
23.05.2021 11:14;207;644
23.05.2021 11:15;207;644
23.05.2021 11:16;207;644
23.05.2021 11:17;207;643
23.05.2021 11:18;207;643
23.05.2021 11:19;207;643
23.05.2021 11:20;207;643
23.05.2021 11:21;207;643
23.05.2021 11:22;207;643
23.05.2021 11:23;207;643
23.05.2021 11:24;207;643
23.05.2021 11:25;207;643
23.05.2021 11:26;207;643
23.05.2021 11:27;207;643
23.05.2021 11:28;207;643
23.05.2021 11:29;207;643
23.05.2021 11:30;207;643
23.05.2021 11:31;207;643
23.05.2021 11:32;207;643
23.05.2021 11:33;207;643
23.05.2021 11:34;207;643
23.05.2021 11:35;207;643
23.05.2021 11:36;207;643
23.05.2021 11:37;207;643
23.05.2021 11:38;207;643
23.05.2021 11:39;207;643
23.05.2021 11:40;207;643
23.05.2021 11:41;207;643
23.05.2021 11:42;207;643
23.05.2021 11:43;207;643
23.05.2021 11:44;207;642
23.05.2021 11:45;207;642
23.05.2021 11:46;207;642
23.05.2021 11:47;207;642
23.05.2021 11:48;207;642
23.05.2021 11:49;207;642
23.05.2021 11:50;207;642
23.05.2021 11:51;207;642
23.05.2021 11:52;207;642
23.05.2021 11:53;207;642
23.05.2021 11:54;207;642
23.05.2021 11:55;207;641
23.05.2021 11:56;207;641
23.05.2021 11:57;207;641
23.05.2021 11:58;207;641
23.05.2021 11:59;207;641
23.05.2021 12:00;207;641
23.05.2021 12:01;207;641
23.05.2021 12:02;207;641
23.05.2021 12:03;207;641
23.05.2021 12:04;207;641
23.05.2021 12:05;207;641
23.05.2021 12:06;207;641
23.05.2021 12:07;207;641
23.05.2021 12:08;207;641
23.05.2021 12:09;207;641
23.05.2021 12:10;207;641
23.05.2021 12:11;207;641
23.05.2021 12:12;207;641
23.05.2021 12:13;207;641
23.05.2021 12:14;207;641
23.05.2021 12:15;207;641
23.05.2021 12:16;207;641
23.05.2021 12:17;207;640
23.05.2021 12:18;207;640
23.05.2021 12:19;207;640
23.05.2021 12:20;207;640
23.05.2021 12:21;207;640
23.05.2021 12:22;207;640
23.05.2021 12:23;207;640
23.05.2021 12:24;207;640
23.05.2021 12:25;207;640
23.05.2021 12:26;207;640
23.05.2021 12:27;207;640
23.05.2021 12:28;207;640
23.05.2021 12:29;207;640
23.05.2021 12:30;207;640
23.05.2021 12:31;207;640
23.05.2021 12:32;207;639
23.05.2021 12:33;207;639
23.05.2021 12:34;207;639
23.05.2021 12:35;207;639
23.05.2021 12:36;207;639
23.05.2021 12:37;207;639
23.05.2021 12:38;207;639
23.05.2021 12:39;207;639
23.05.2021 12:40;207;639
23.05.2021 12:41;207;639
23.05.2021 12:42;207;639
23.05.2021 12:43;207;639
23.05.2021 12:44;207;639
23.05.2021 12:45;207;639
23.05.2021 12:46;207;639
23.05.2021 12:47;207;639
23.05.2021 12:48;207;639
23.05.2021 12:49;207;639
23.05.2021 12:50;207;639
23.05.2021 12:51;207;639
23.05.2021 12:52;207;639
23.05.2021 12:53;207;639
23.05.2021 12:54;207;639
23.05.2021 12:55;207;639
23.05.2021 12:56;207;639
23.05.2021 12:57;207;639
23.05.2021 12:58;207;639
23.05.2021 12:59;207;639
23.05.2021 13:00;207;639
23.05.2021 13:01;207;639
23.05.2021 13:02;207;639
23.05.2021 13:03;207;639
23.05.2021 13:04;207;639
23.05.2021 13:05;207;639
23.05.2021 13:06;207;639
23.05.2021 13:07;207;639
23.05.2021 13:08;207;639
23.05.2021 13:09;207;639
23.05.2021 13:10;207;639
23.05.2021 13:11;207;639
23.05.2021 13:12;207;639
23.05.2021 13:13;207;639
23.05.2021 13:14;207;639
23.05.2021 13:15;207;639
23.05.2021 13:16;207;638
23.05.2021 13:17;207;638
23.05.2021 13:18;207;639
23.05.2021 13:19;207;639
23.05.2021 13:20;207;638
23.05.2021 13:21;207;638
23.05.2021 13:22;207;638
23.05.2021 13:23;207;638
23.05.2021 13:24;207;638
23.05.2021 13:25;207;638
23.05.2021 13:26;207;638
23.05.2021 13:27;207;638
23.05.2021 13:28;207;638
23.05.2021 13:29;207;638
23.05.2021 13:30;207;638
23.05.2021 13:31;207;638
23.05.2021 13:32;207;638
23.05.2021 13:33;207;638
23.05.2021 13:34;207;638
23.05.2021 13:35;207;638
23.05.2021 13:36;207;638
23.05.2021 13:37;207;638
23.05.2021 13:38;207;638
23.05.2021 13:39;207;638
23.05.2021 13:40;207;637
23.05.2021 13:41;207;637
23.05.2021 13:42;207;637
23.05.2021 13:43;207;637
23.05.2021 13:44;207;637
23.05.2021 13:45;207;637
23.05.2021 13:46;207;637
23.05.2021 13:47;207;637
23.05.2021 13:48;207;637
23.05.2021 13:49;207;637
23.05.2021 13:50;207;637
23.05.2021 13:51;207;637
23.05.2021 13:52;207;637
23.05.2021 13:53;207;637
23.05.2021 13:54;207;637
23.05.2021 13:55;207;637
23.05.2021 13:56;207;637
23.05.2021 13:57;207;637
23.05.2021 13:58;207;637
23.05.2021 13:59;207;637
23.05.2021 14:00;207;637
23.05.2021 14:01;207;637
23.05.2021 14:02;207;637
23.05.2021 14:03;207;637
23.05.2021 14:04;207;637
23.05.2021 14:05;207;637
23.05.2021 14:06;207;637
23.05.2021 14:07;207;637
23.05.2021 14:08;207;637
23.05.2021 14:09;207;637
23.05.2021 14:10;207;637
23.05.2021 14:11;207;637
23.05.2021 14:12;207;637
23.05.2021 14:13;207;637
23.05.2021 14:14;207;637
23.05.2021 14:15;207;637
23.05.2021 14:16;207;637
23.05.2021 14:17;207;637
23.05.2021 14:18;207;637
23.05.2021 14:19;207;637
23.05.2021 14:20;207;637
23.05.2021 14:21;207;637
23.05.2021 14:22;207;637
23.05.2021 14:23;207;637
23.05.2021 14:24;207;636
23.05.2021 14:25;207;636
23.05.2021 14:26;207;636
23.05.2021 14:27;207;636
23.05.2021 14:28;207;636
23.05.2021 14:29;207;636
23.05.2021 14:30;207;636
23.05.2021 14:31;207;636
23.05.2021 14:32;207;636
23.05.2021 14:33;207;636
23.05.2021 14:34;207;636
23.05.2021 14:35;207;636
23.05.2021 14:36;207;636
23.05.2021 14:37;207;636
23.05.2021 14:38;207;636
23.05.2021 14:39;207;636
23.05.2021 14:40;207;636
23.05.2021 14:41;207;636
23.05.2021 14:42;207;635
23.05.2021 14:43;207;636
23.05.2021 14:44;207;635
23.05.2021 14:45;207;635
23.05.2021 14:46;207;635
23.05.2021 14:47;207;635
23.05.2021 14:48;207;635
23.05.2021 14:49;207;635
23.05.2021 14:50;207;634
23.05.2021 14:51;207;634
23.05.2021 14:52;207;634
23.05.2021 14:53;207;634
23.05.2021 14:54;207;634
23.05.2021 14:55;207;634
23.05.2021 14:56;207;634
23.05.2021 14:57;207;634
23.05.2021 14:58;207;634
23.05.2021 14:59;207;634
23.05.2021 15:00;207;634
23.05.2021 15:01;207;634
23.05.2021 15:02;207;634
23.05.2021 15:03;207;634
23.05.2021 15:04;207;634
23.05.2021 15:05;208;634
23.05.2021 15:06;207;634
23.05.2021 15:07;208;634
23.05.2021 15:08;208;633
23.05.2021 15:09;208;633
23.05.2021 15:10;208;633
23.05.2021 15:11;208;633
23.05.2021 15:12;208;633
23.05.2021 15:13;208;633
23.05.2021 15:14;208;633
23.05.2021 15:15;208;633
23.05.2021 15:16;208;633
23.05.2021 15:17;208;633
23.05.2021 15:18;208;633
23.05.2021 15:19;208;633
23.05.2021 15:20;208;633
23.05.2021 15:21;208;633
23.05.2021 15:22;208;633
23.05.2021 15:23;216;633
23.05.2021 15:24;222;633
23.05.2021 15:25;219;633
23.05.2021 15:26;219;633
23.05.2021 15:27;223;633
23.05.2021 15:28;266;632
23.05.2021 15:29;284;626
23.05.2021 15:30;290;621
23.05.2021 15:31;290;617
23.05.2021 15:32;290;615
23.05.2021 15:33;290;613
23.05.2021 15:34;290;612
23.05.2021 15:35;290;611
23.05.2021 15:36;290;610
23.05.2021 15:37;291;609
23.05.2021 15:38;307;609
23.05.2021 15:39;310;608
23.05.2021 15:40;310;608
23.05.2021 15:41;310;607
23.05.2021 15:42;310;607
23.05.2021 15:43;310;605
23.05.2021 15:44;310;605
23.05.2021 15:45;310;607
23.05.2021 15:46;310;605
23.05.2021 15:47;310;605
23.05.2021 15:48;310;605
23.05.2021 15:49;310;604
23.05.2021 15:50;310;604
23.05.2021 15:51;350;604
23.05.2021 15:52;438;603
23.05.2021 15:53;516;602
23.05.2021 15:54;516;560
23.05.2021 15:55;515;487
23.05.2021 15:56;304;710
23.05.2021 15:57;371;687
23.05.2021 15:58;435;672
23.05.2021 15:59;436;648
23.05.2021 16:00;436;586
23.05.2021 16:01;436;540
23.05.2021 16:02;436;518
23.05.2021 16:03;436;505
23.05.2021 16:04;436;496
23.05.2021 16:05;436;491
23.05.2021 16:06;518;487
23.05.2021 16:07;699;480
23.05.2021 16:08;607;696
23.05.2021 16:09;594;503
23.05.2021 16:10;372;638
23.05.2021 16:11;296;684
23.05.2021 16:12;297;665
23.05.2021 16:13;297;654
23.05.2021 16:14;297;648
23.05.2021 16:15;297;643
23.05.2021 16:16;297;641
23.05.2021 16:17;297;639
23.05.2021 16:18;297;637
23.05.2021 16:19;297;636
23.05.2021 16:20;297;634
23.05.2021 16:21;297;633
23.05.2021 16:22;297;632
23.05.2021 16:23;297;632
23.05.2021 16:24;297;631
23.05.2021 16:25;297;630
23.05.2021 16:26;297;630
23.05.2021 16:27;297;630
23.05.2021 16:28;297;629
23.05.2021 16:29;297;628
23.05.2021 16:30;297;628
23.05.2021 16:31;297;628
23.05.2021 16:32;297;628
23.05.2021 16:33;297;627
23.05.2021 16:34;297;627
23.05.2021 16:35;297;626
23.05.2021 16:36;297;626
23.05.2021 16:37;297;626
23.05.2021 16:38;297;626
23.05.2021 16:39;297;625
23.05.2021 16:40;297;625
23.05.2021 16:41;297;625
23.05.2021 16:42;297;625
23.05.2021 16:43;297;624
23.05.2021 16:44;297;624
23.05.2021 16:45;297;624
23.05.2021 16:46;297;623
23.05.2021 16:47;297;623
23.05.2021 16:48;297;623
23.05.2021 16:49;297;623
23.05.2021 16:50;297;623
23.05.2021 16:51;297;623
23.05.2021 16:52;297;623
23.05.2021 16:53;297;622
23.05.2021 16:54;297;619
23.05.2021 16:55;297;619
23.05.2021 16:56;297;619
23.05.2021 16:57;297;618
23.05.2021 16:58;297;617
23.05.2021 16:59;297;617
23.05.2021 17:00;297;617
23.05.2021 17:01;297;616
23.05.2021 17:02;297;615
23.05.2021 17:03;297;615
23.05.2021 17:04;297;614
23.05.2021 17:05;297;614
23.05.2021 17:06;297;613
23.05.2021 17:07;297;612
23.05.2021 17:08;297;612
23.05.2021 17:09;297;612
23.05.2021 17:10;297;611
23.05.2021 17:11;297;610
23.05.2021 17:12;297;610
23.05.2021 17:13;297;609
23.05.2021 17:14;297;609
23.05.2021 17:15;475;608
23.05.2021 17:16;453;690
23.05.2021 17:17;280;689
23.05.2021 17:18;261;677
23.05.2021 17:19;261;671
23.05.2021 17:20;261;667
23.05.2021 17:21;261;665
23.05.2021 17:22;261;663
23.05.2021 17:23;261;662
23.05.2021 17:24;261;661
23.05.2021 17:25;261;660
23.05.2021 17:26;261;659
23.05.2021 17:27;261;658
23.05.2021 17:28;261;656
23.05.2021 17:29;261;656
23.05.2021 17:30;605;640
23.05.2021 17:31;300;638
23.05.2021 17:32;300;620
23.05.2021 17:33;300;616
23.05.2021 17:34;300;614
23.05.2021 17:35;300;612
23.05.2021 17:36;300;611
23.05.2021 17:37;300;610
23.05.2021 17:38;300;609
23.05.2021 17:39;300;608
23.05.2021 17:40;300;608
23.05.2021 17:41;300;607
23.05.2021 17:42;300;607
23.05.2021 17:43;300;605
23.05.2021 17:44;300;605
23.05.2021 17:45;300;605
23.05.2021 17:46;299;604
23.05.2021 17:47;299;603
23.05.2021 17:48;299;603
23.05.2021 17:49;299;603
23.05.2021 17:50;299;602
23.05.2021 17:51;475;601
23.05.2021 17:52;455;681
23.05.2021 17:53;261;710
23.05.2021 17:54;262;673
23.05.2021 17:55;262;664
23.05.2021 17:56;262;660
23.05.2021 17:57;262;658
23.05.2021 17:58;262;656
23.05.2021 17:59;262;654
23.05.2021 18:00;262;654
23.05.2021 18:01;262;653
23.05.2021 18:02;262;652
23.05.2021 18:03;262;652
23.05.2021 18:04;262;651
23.05.2021 18:05;262;650
23.05.2021 18:06;262;650
23.05.2021 18:07;262;650
23.05.2021 18:08;262;649
23.05.2021 18:09;262;648
23.05.2021 18:10;262;647
23.05.2021 18:11;262;648
23.05.2021 18:12;262;645
23.05.2021 18:13;262;645
23.05.2021 18:14;261;644
23.05.2021 18:15;261;644
23.05.2021 18:16;262;643
